timestamp,value,anomaly
0,-0.1312324104791023,0
1,0.3987358609968449,0
2,0.8091081963448463,0
3,1.007887956153929,0
4,1.340090947274365,0
5,1.4651511875473089,0
6,1.5136285678340122,0
7,1.393177626300411,0
8,1.3430283913872911,0
9,1.1748949724841875,0
10,0.8473258545260131,0
11,0.5848240906362334,0
12,1.6248118917514605,1
13,-0.126736319970023,0
14,-0.5017327685987929,0
15,-0.8895087141930071,0
16,-1.1956158924275773,0
17,-1.2800106273140286,0
18,-1.5062910477958642,0
19,-1.5809139611115648,0
20,-1.305161149892086,0
21,-1.1508715001645171,0
22,-1.0457115943340234,0
23,-0.7858131915214203,0
24,-0.359195928954986,0
25,0.0702811650831723,0
26,0.427859856534893,0
27,4.298036472499474,1
28,1.0023528044528611,0
29,1.270667589367131,0
30,1.4432647450843783,0
31,1.388798818000507,0
32,1.41670445317345,0
33,1.418474629525475,0
34,1.2120532212787465,0
35,0.8474818588786098,0
36,0.6414084991292014,0
37,0.0612035883676855,0
38,-1.6722883400134514,1
39,-0.6446194175706379,0
40,-0.9225108155641442,0
41,-1.205882744424691,0
42,-1.3566919864568616,0
43,-1.5194012812538955,0
44,-1.399558987035759,0
45,-1.556566946216726,0
46,-3.930768722489396,1
47,-3.823461074512549,1
48,-3.87895912598576,1
49,-0.2627312907513711,0
50,-0.089101319798827,0
51,0.3318038662321202,0
52,0.6521270490367156,0
53,0.9647257315655932,0
54,1.2746566483405493,0
55,1.464670493729655,0
56,1.4323730416541216,0
57,1.5671411067975565,0
58,1.351269735255224,0
59,1.0890400030688054,0
60,0.8155429992274821,0
61,0.5535847502386193,0
62,0.2058381969907278,0
63,-0.1869837091993111,0
64,-0.6748515339805796,0
65,-0.9599936192669076,0
66,-1.1097919480371192,0
67,-1.3020251876997426,0
68,-1.3964117681380492,0
69,-1.6044543884718268,0
70,-1.5646738969567342,0
71,-1.2390348962904736,0
72,-1.0517039440219935,0
73,-0.7743218595093017,0
74,-0.2204392636344111,0
75,-0.0413035808935955,0
76,0.4293188305217973,0
77,3.2793168950292264,1
78,1.0703636590776058,0
79,1.1836526563033511,0
80,1.4783438847095831,0
81,1.5485568476027878,0
82,1.3559293113746538,0
83,1.4251136378090292,0
84,1.2141815441129131,0
85,0.913795343733462,0
86,0.5603522282693587,0
87,0.190121122958187,0
88,-0.2314117872057834,0
89,-0.6421456689665626,0
90,-1.0096242788690757,0
91,-1.1280825673806596,0
92,-1.216497571676867,0
93,-1.5016986273557067,0
94,-1.3596448865054922,0
95,-1.426358466890388,0
96,-1.2721936481823684,0
97,-1.0265238393439633,0
98,-0.736506569469854,0
99,-0.5595711958889893,0
100,-0.1278488404320683,0
101,0.2878152552352315,0
102,0.499631850598756,0
103,1.0293194547534497,0
104,1.247825238223665,0
105,4.484548418679515,1
106,1.5069721777285654,0
107,1.4750969206959874,0
108,1.3810431768946083,0
109,1.0993388008343057,0
110,0.7844484929024454,0
111,0.5593222872944245,0
112,0.1562212178506951,0
113,-0.2769486177161469,0
114,-0.5795964784777644,0
115,-0.9770046065022124,0
116,-1.0368070437819423,0
117,-4.343542468915341,1
118,-3.9391424911815496,1
119,-1.507150191041657,0
120,-1.5421309762841755,0
121,-1.1129883406168617,0
122,-1.131595609764526,0
123,-0.8049184100005575,0
124,-0.3909382959458828,0
125,-0.1071800173836183,0
126,0.4442101889851779,0
127,0.721175692205392,0
128,1.0939154868250358,0
129,1.3234688722417882,0
130,1.314255745861492,0
131,1.4074986443830126,0
132,1.5706505700729614,0
133,1.42866125065517,0
134,1.0644758043656075,0
135,3.612348733738461,1
136,0.4391179420071819,0
137,0.196091160156948,0
138,-0.1319706762140224,0
139,-0.5199610963373213,0
140,-0.9878060975026476,0
141,-4.958774517857691,1
142,-1.298768605924254,0
143,-1.5062899448191966,0
144,-1.341430605046415,0
145,-1.4523321006064165,0
146,-1.312739091129259,0
147,-0.9695818854385304,0
148,-0.7081617217658231,0
149,-0.39916925054621,0
150,0.1723990455535234,0
151,0.3606441142992334,0
152,0.7576029637793658,0
153,1.047069701790366,0
154,1.242504559719166,0
155,3.666691730181837,1
156,1.6248118917514605,0
157,1.4192695683388508,0
158,1.4392670774234326,0
159,1.1385560326706874,0
160,0.8810104786918034,0
161,2.6176849080530644,1
162,0.2444795144233508,0
163,-0.3087077675594298,0
164,-2.228323305096361,1
165,-0.9902355868626852,0
166,-1.146001230012235,0
167,-1.286038513849457,0
168,-1.6245700298772228,0
169,-1.5030056366624658,0
170,-2.99894729213308,1
171,-1.392859385379408,0
172,-1.010141348184621,0
173,-3.7878880697860953,1
174,-0.3824999195258008,0
175,0.1492705237315648,0
176,0.4122596660863443,0
177,0.7214046059457648,0
178,0.9956344337049854,0
179,1.1646041679960373,0
180,1.3880025325900738,0
181,1.4808355836421632,0
182,1.5051093926246804,0
183,1.275187358871611,0
184,1.2485379555529512,0
185,0.8644065275566702,0
186,0.4993554640468848,0
187,0.1436467162650648,0
188,-0.1327252126700919,0
189,-0.5194967850883981,0
190,-0.7484783595257085,0
191,-1.1172892857507142,0
192,-1.26945105497792,0
193,-3.291258179405809,1
194,-1.5312342440834588,0
195,-1.3778968048986269,0
196,-1.279600504836882,0
197,-0.9505258331491928,0
198,-0.7676292395162367,0
199,-0.2548223264233424,0
