timestamp,value,anomaly
0,0.0998689878097138,0
1,0.4266807538271626,0
2,0.6067254892442279,0
3,1.026191870148394,0
4,1.3130920862948086,0
5,1.372578357388813,0
6,1.5169534615693163,0
7,1.4815720155216556,0
8,1.3575624360190817,0
9,1.1426748483692133,0
10,0.9141548426852296,0
11,0.6424146320629325,0
12,0.1156199250576989,0
13,-0.1108792944977536,0
14,-0.535039569267668,0
15,-0.848292557476434,0
16,-1.2410150300510123,0
17,-1.347105312815382,0
18,-1.362090600955289,0
19,-1.5780254590763032,0
20,-1.5749143954920737,0
21,-1.397244810445441,0
22,-1.006865396592991,0
23,-0.5437579613492407,0
24,-0.288757986741575,0
25,0.125446665998088,0
26,0.3804710219349256,0
27,0.8274802394345917,0
28,1.0064770597956003,0
29,1.3124822021174958,0
30,1.406535985292213,0
31,1.4558419165844965,0
32,1.4833839982750292,0
33,1.3215299275794783,0
34,1.2539053452284437,0
35,0.8963038743811921,0
36,0.582202578145943,0
37,0.162677425065041,0
38,-0.0937644305648207,0
39,-0.607084541677109,0
40,-0.8321605120967357,0
41,-1.182085256021674,0
42,-1.427698080681221,0
43,-1.5101311673593822,0
44,-1.5573844283126537,0
45,-1.4425370973460183,0
46,-1.2919274067077804,0
47,-1.003407913669541,0
48,-0.680244060928325,0
49,-0.3840913500768073,0
50,-0.001942900261212,0
51,0.394716896032577,0
52,0.6821395808026206,0
53,1.0799326603875288,0
54,1.3296587436317224,0
55,1.441853334242292,0
56,1.6766428675087477,0
57,1.542240296406315,0
58,1.348820143359467,0
59,1.1286063306280152,0
60,0.8642642092429016,0
61,0.5145571615573997,0
62,0.272658736829697,0
63,-0.2403356026318356,0
64,-0.558270992813289,0
65,-0.9213750845136706,0
66,-1.0773061499030654,0
67,-1.463632280890784,0
68,-1.5006183148297068,0
69,-1.506183019479549,0
70,-1.4026330428608889,0
71,-1.2319241706276425,0
72,-1.0430049008178224,0
73,-0.6484500768401122,0
74,-0.3494282973364011,0
75,0.1850738292325941,0
76,0.259910719210043,0
77,0.7691755608782187,0
78,0.9484357185794524,0
79,1.2066412269276048,0
80,1.5754661187996597,0
81,1.6279011537678552,0
82,1.334216965047197,0
83,1.3405325512663029,0
84,1.1508312755853431,0
85,0.7217994703025861,0
86,0.5485245406766086,0
87,0.217500441627587,0
88,-0.1717049644626063,0
89,-0.701766361757597,0
90,-0.7985997608300142,0
91,-1.137429065915086,0
92,-1.3618839809109595,0
93,-1.529972848149111,0
94,-1.4436431664034195,0
95,-1.357714588081773,0
96,-1.3026488736656825,0
97,-1.0201015879488196,0
98,-0.6606056144529007,0
99,-0.5196232397473944,0
100,0.0088106745770017,0
101,0.2299755641379537,0
102,1.5926687752124076,1
103,1.131107461163683,1
104,0.1770242899351349,1
105,-0.8022951302507524,1
106,-1.4817619092900762,1
107,-1.26940797323525,1
108,-0.3972120926652172,1
109,0.6726980813137313,1
110,1.3737382741076591,1
111,1.3307083738963947,1
112,0.3683242707917529,0
113,-0.2434516057346093,0
114,-0.5756489858272991,0
115,-0.9078440223050248,0
116,-1.188696831880186,0
117,-1.346657766094199,0
118,-1.4529521770858853,0
119,-1.618432898728592,0
120,-1.4695682765596985,0
121,-1.3655254541948811,0
122,-0.9341052594290185,0
123,-0.5377311299979599,0
124,-0.2692924135321179,0
125,0.0259674836513422,0
126,0.4497235387898437,0
127,0.7351412811790569,0
128,1.1510744057289066,0
129,1.316583608915531,0
130,1.4093387761596254,0
131,1.4123237530598736,0
132,1.425433680775895,0
133,1.380777867815954,0
134,1.0638321656083296,0
135,0.8650433932087492,0
136,0.6526813022738274,0
137,0.1901980786671897,0
138,-0.0390959193897544,0
139,-0.4436494089769004,0
140,-0.9032500844625015,0
141,-1.2577181571466378,0
142,-1.3608436780912376,0
143,-1.5094899266029351,0
144,-1.4687086111950067,0
145,-1.3055041763818211,0
146,-1.350724690894848,0
147,-1.0559752549071408,0
148,-0.6977042649377073,0
149,-0.2879118427661392,0
150,0.0383035808548375,0
151,0.404107153836839,0
152,0.8234717179050222,0
153,1.063834307686656,0
154,1.2487165744137614,0
155,1.430881160704431,0
156,1.4440097341123703,0
157,1.5144307389081222,0
158,1.427928109369539,0
159,0.932300106334099,0
160,0.97303904221504,0
161,0.5479477747958169,0
162,0.2225664842763673,0
163,-0.5686313488272172,1
164,-1.34244516191061,1
165,-1.4457308084960574,1
166,-0.7206949417896061,1
167,0.5381073135704071,1
168,1.3328194585149546,1
169,1.3694191859972018,1
170,0.930702552013477,1
171,-0.3512454979454176,1
172,-1.1093486948341025,1
173,-0.6803040716736124,0
174,-0.4264947885093121,0
175,-0.019564460891555,0
176,0.4141669357194748,0
177,0.7678704399198707,0
178,1.102335244289896,0
179,1.2444099376987765,0
180,1.3200187358061652,0
181,1.4461190845459044,0
182,1.5134722367913478,0
183,1.413038658982973,0
184,1.322648587075424,0
185,0.8904664849532896,0
186,0.5705329180468858,0
187,0.1747024386480351,0
188,-0.2184295649201397,0
189,-0.4935536897488452,0
190,-0.8551670574034274,0
191,-1.1713158255927951,0
192,-1.4382178824959446,0
193,-1.482661113231294,0
194,-1.5263637565403876,0
195,-1.33244674456451,0
196,-1.1954574323898806,0
197,-1.103493960813835,0
198,-0.635092883522263,0
199,-0.4159330917438654,0
